"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048864","GO:0048864","stem cell development","29/3020","84/18866",2.45232717699303e-05,0.00121313560036874,0.00101945015458057,"SEMA3A/JAG1/SEMA3E/NRP2/SEMA3C/OVOL2/NRG1/SEMA6D/TCOF1/NRP1/SEMA3D/SOX11/HAND2/BMP4/PHOX2B/FOXC1/PTPRC/MSI2/TWIST1/GBX2/SOX9/EDN3/SEMA5A/SEMA5B/KBTBD8/CORO1C/ALDH1A2/SEMA3G/SEMA6A",29
"GO:0045216","GO:0045216","cell-cell junction organization","57/3020","210/18866",2.60886706115785e-05,0.00128056947529082,0.0010761177473809,"CLDN1/CTNND2/EPHA4/CDH18/PLEKHA7/CDH13/CDH10/TBCD/PARD6G/TJP2/CDH20/CAV1/PRKCH/SDK1/CDH11/CLDN16/SVEP1/CADM2/CDH1/NFASC/CDH4/CDH8/MARVELD3/GRHL2/PATJ/ZNF703/CADM1/BMP6/FRMPD2/CDH2/CTNND1/CDH7/GJA1/AFDN/LSR/ECT2/CDH12/CDH6/DLG5/TNF/CDHR3/IKBKB/XIRP2/CDH3/PRKCA/CDH19/NUMB/JUP/CDH9/PRKCI/RUNX1/TGFBR1/NLGN4X/CLDN34/CDH5/PARD3/INAVA",57
"GO:1902285","GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","9/3020","13/18866",2.63097904634918e-05,0.00128148917857561,0.0010768906137081,"SEMA3A/NRP2/PLXNA1/PLXNB1/NRP1/PLXNC1/PLXND1/PLXNA4/PLXNA2",9
"GO:0048675","GO:0048675","axon extension","38/3020","123/18866",2.74363367107823e-05,0.00131612490647156,0.00110599650932835,"SEMA3A/AUTS2/SLIT2/NTN1/USP9X/SEMA3E/NRP2/MACF1/SEMA3C/MAP2/RYK/NTRK3/NRCAM/SEMA6D/ADNP/TNR/NRP1/SEMA3D/DPYSL2/CDH4/BDNF/C9orf72/ALCAM/PLXNA4/WNT3/SEMA5A/SEMA5B/DCLK1/BARHL2/CXCL12/HSP90AB1/CDK5R1/RTN4/RAPH1/DISC1/SEMA3G/SEMA6A/NDEL1",38
"GO:1902107","GO:1902107","positive regulation of leukocyte differentiation","46/3020","159/18866",2.7545490035885e-05,0.00131612490647156,0.00110599650932835,"CD83/IHH/GLI2/TGFBR2/TOX/KLF10/MIR21/CASP8/ROR2/TRIB1/FADD/GLI3/BCL6/ZMIZ1/ZAP70/IL2/HLX/SYK/IL17A/ACIN1/NFKBIZ/ZFP36L1/ID2/CCR1/PTPRC/IL7/SOX13/PPP2R3C/TNF/LEF1/ANXA1/IL15/RUNX3/IL4/TNFSF4/PRKCA/PPARGC1B/IL4R/RUNX1/IL12A/IL20/TMEM64/GATA3/RIPK2/IL2RA/CTNNBIP1",46
"GO:0007389","GO:0007389","pattern specification process","106/3020","455/18866",2.76444429186225e-05,0.00131612490647156,0.00110599650932835,"ACVR2A/SEMA3A/RNF111/KDM2B/TBX3/MEF2C/COBL/CXXC4/IHH/NRP2/ROBO1/GLI2/INTU/PAX2/EOMES/FGFR2/FOXA2/SEMA3C/MAFB/OVOL2/FGFR1/ROBO2/TGFBR2/SOX17/EPB41L5/NRG3/MEOX1/CER1/MID1/SIX1/ROR2/TBX5/MSX2/SMAD6/FOXB1/GLI3/HES4/ARMC4/NRP1/BMPR1B/BCOR/SATB2/TBX18/DVL2/BBS7/ZIC1/IRX1/HAND2/SFRP2/DISP1/NKD1/LFNG/BMP4/GSC/FRS2/STC1/BASP1/SFRP1/HOXC13/FOXC1/GREM1/MKKS/TBXT/PKD1L1/AXIN2/PBX1/NEUROD1/GORAB/TBX22/PALB2/LRP2/SP8/IRX3/MTF2/TTC8/MEOX2/WNT2/SOX1/CC2D2A/WNT3/VAX2/GBX2/LEF1/PLXNA2/ALX4/DMRT3/DMRTA2/GLI1/DSCAML1/RNF2/TBC1D32/MEIS1/LMX1B/SCMH1/SIX3/TBR1/TGFBR1/DNAH5/BMP2/ALDH1A2/BHLHE40/ASPH/VANGL2/FGF1/BTG2/CTNNBIP1",106
"GO:0001667","GO:0001667","ameboidal-type cell migration","111/3020","481/18866",2.78604621273469e-05,0.00131651079246538,0.0011063207859681,"SEMA3A/KANK1/SMURF2/MEF2C/SLIT2/SEMA3E/PTPRG/THBS1/EPB41L4B/SP100/NRP2/MACF1/ROBO1/ADTRP/PTPRM/SEMA3C/OVOL2/FGFR1/TGFBR2/SASH1/SOX17/CDH13/SEMA6D/EPB41L5/CLASP2/CER1/DPP4/MIR21/MIR2355/RIN2/BCAS3/FOXP1/ITGB1BP1/NRP1/GNA12/SEMA3D/PLPP3/CCR6/FBXW7/SCG2/FER/HAND2/PTPN11/MARVELD3/WDPCP/MMRN2/PTK2/BMP4/ACVR1C/STC1/AMOT/HAS2/PHOX2B/TACSTD2/BMPER/PLXND1/MYH9/PRKD2/VASH1/GREM1/TBXT/PPARD/AKAP12/ARSB/FLT4/CXCL13/GJA1/IQSEC1/SMOC2/TWIST1/MEOX2/DAB2IP/FGF2/MIR129-1/TNF/GBX2/SOX9/HDAC5/WASF2/PFN2/ANXA1/PROX1/EDN3/SEMA5A/PIP5K1A/SEMA5B/IL4/MAPRE2/SP1/PRKCA/CORO1C/PRKCE/DOCK1/JUP/RREB1/IQGAP1/EFNA1/TGFBR1/RTN4/PTN/KIT/GATA3/RCC2/PLEKHG5/SEMA3G/PML/CDH5/FGF1/DOCK5/SEMA6A/MIR135B",111
"GO:0021543","GO:0021543","pallium development","49/3020","173/18866",2.84001650186867e-05,0.00132227827131121,0.00111116744713205,"NPY/NEUROD6/DCLK2/SLIT2/EZH2/ROBO1/KDM1A/EOMES/CNTNAP2/PPP1R9B/FGF13/TACC1/NTRK2/NCOA1/GLI3/DAB1/ZMIZ1/SYNE2/TENT2/BCL2A1/KIRREL3/ID4/CDH2/BTBD3/MKKS/PAX5/NEUROD1/FAT4/LMX1A/ALK/PHACTR1/SUN2/DAB2IP/LEF1/PROX1/EFHC1/IGF2BP1/DMRTA2/CDK6/DRD1/KIF14/CDK5R1/TBR1/SLC2A1/RTN4/DISC1/BTG2/NDEL1/KIF5B",49
"GO:0050954","GO:0050954","sensory perception of mechanical stimulus","49/3020","173/18866",2.84001650186867e-05,0.00132227827131121,0.00111116744713205,"CNTN5/DIAPH1/TFAP2A/USH2A/TRPA1/SLITRK6/SPRY2/FGFR1/STRC/ASIC3/LRIG1/HTR2A/TUB/PCDH15/SIX1/OTOGL/PDZD7/FYN/MYO3B/GSDME/NAV2/CACNA1D/MYO3A/LOXHD1/ASIC2/RPL38/ATP6V0A4/GRM7/ATP8B1/MKKS/EPYC/TBL1X/RIPOR2/ZNF354A/LRP2/HOXA1/ATP2B2/SERPINE2/CXCL12/NIPBL/MYH14/CDH23/SERPINB6/OTOF/KIT/COL4A3/CHD7/HEXB/GABRB3",49
"GO:0050773","GO:0050773","regulation of dendrite development","45/3020","155/18866",3.0450929045316e-05,0.00140741082273679,0.0011827080009533,"MEF2C/COBL/EPHA4/ABI2/CSMD3/ACTR2/EZH2/IL1RAPL1/BCL11A/ASAP1/HECW2/PREX1/SDK1/ZMYND8/PTPRD/RAB17/RTN4IP1/ADGRB3/UBE3A/IL2/DNM3/DCC/RAPGEF2/TNIK/PDLIM5/LRRK2/CPEB3/ALK/DAB2IP/DLG5/HECW1/TMEM106B/CAMK1D/PPFIA2/CDK5R1/ITPKA/IQGAP1/EFNA1/SIPA1L1/DISC1/PTN/FMR1/SS18L2/SDC2/TIAM1",45
"GO:0072089","GO:0072089","stem cell proliferation","39/3020","128/18866",3.07548364617612e-05,0.00141115669910052,0.00118585582238141,"PIM1/MECOM/TBX3/KDM1A/SOX5/FGFR2/ETV6/OVOL2/FGFR1/SOX17/FGF13/ZNF335/GLI3/SOX11/SFRP2/BDNF/TRIM71/FRS2/DOCK7/ID4/ZFP36L1/GJA1/PTPRC/LRRK2/DCT/WNT3/FGF2/LEF1/DMRTA2/NES/KAT7/SIX3/TEAD3/NUMB/RUNX1/DISC1/PTN/ARTN/OVOL1",39
"GO:0030534","GO:0030534","adult behavior","41/3020","137/18866",3.11394538373525e-05,0.00141852533595767,0.00119204800566313,"NPY/NRXN3/EPHA4/ASIP/SLITRK6/SLC7A11/FOXA2/NRXN1/PCDH17/CNTNAP2/HTR2A/FGF12/UNC79/FADD/SDK1/DAB1/NR4A2/ABHD12/ZIC1/GLRA1/SEZ6L/PUM1/USP46/SLITRK1/GABRG2/ID2/OPRD1/PAX5/ALK/SLITRK5/KLHL1/APP/OPRM1/DMRT3/FXN/CXCL12/EPS8/DRD1/NLGN4X/CHD7/PRKN",41
"GO:0032970","GO:0032970","regulation of actin filament-based process","96/3020","405/18866",3.19574858598406e-05,0.00144539143188936,0.00121462474452251,"PDE4D/TMSB10/KANK1/MEF2C/SLIT2/ABI2/SEMA3E/EPHA3/ACTR2/STAP1/ACTR3B/CAMK2D/FHOD3/NTRK3/ARHGAP28/CTNNA2/CLASP2/MIR21/PREX1/FGF13/SPIRE1/CAV1/SYNPO2L/AKAP13/MYLK3/LIMCH1/BCAS3/HCN4/IQGAP2/ITGB1BP1/NRP1/LMOD2/FER/SCN5A/SPTB/GSN/C9orf72/CORO2B/STC1/SFRP1/NOS1AP/TACSTD2/MYH9/RYR2/CCR7/RAPGEF3/BIN1/PTGER4/TMSB15B/MKKS/ARHGAP18/ARHGAP40/SYNPO2/ECT2/SWAP70/SPTAN1/PDGFA/KIRREL1/CARMIL1/CTNNA3/WASF2/PFN2/WNT4/CAPZB/ARHGAP35/PROX1/SEMA5A/CDC42EP3/TESK1/SVIL/CACNA1C/CXCL12/RHOBTB2/EPS8/ARAP1/SLC9A1/CRACD/CDK5R1/PRKCE/EFNA5/JUP/IQGAP1/MIR133A2/KCNE3/TGFBR1/ARHGEF18/RND3/RHOG/TRPM4/KANK4/NTF3/PDGFRA/VANGL2/PRKN/CNN2/ABRACL",96
"GO:0150115","GO:0150115","cell-substrate junction organization","33/3020","102/18866",3.22495589221067e-05,0.00144825678790624,0.00121703262673572,"THBS1/EPHA3/LAMA3/LAMC1/BCL2/PEAK1/MACF1/PTPRK/EPB41L5/CLASP2/LIMCH1/BCAS3/ITGB1BP1/NRP1/FERMT2/WDPCP/PTK2/CORO2B/SORBS1/SFRP1/GREM1/IQSEC1/PTPRJ/WNT4/PIP5K1A/MAPRE2/SLC9A1/ITGA6/CORO1C/EFNA5/IQGAP1/DST/RCC2",33
"GO:0098900","GO:0098900","regulation of action potential","22/3020","57/18866",3.28741779970561e-05,0.0014659105287138,0.00123186782635373,"ADRA1A/CAMK2D/FGF13/FGF12/CAV1/HCN4/CNR1/CACNA2D1/SCN5A/NOS1AP/RYR2/BIN1/CTNNA3/CACNA1C/ANK3/SLC9A1/MTNR1B/JUP/MIR133A2/KCNE3/FMR1/TRPM4",22
"GO:0021872","GO:0021872","forebrain generation of neurons","23/3020","61/18866",3.40262910648221e-05,0.00149681966079132,0.00125784210281945,"SEMA3A/DCLK2/SLIT2/BCL11B/NRP2/ROBO1/FGFR2/FGFR1/ROBO2/SALL1/GLI3/NRP1/SATB2/ZMIZ1/RAPGEF2/DCT/INHBA/SOX1/GBX2/LEF1/PROX1/TBR1/DISC1",23
"GO:1905809","GO:1905809","negative regulation of synapse organization","13/3020","25/18866",3.40401186282296e-05,0.00149681966079132,0.00125784210281945,"EPHA7/ROBO2/FYN/CBLN1/UBE3A/PTK2/DNM3/NEUROD2/MIR30B/GRIN2B/EFNA1/PTN/PRNP",13
"GO:0003002","GO:0003002","regionalization","86/3020","355/18866",3.51592244067056e-05,0.00153006145889547,0.00128577661913033,"ACVR2A/SEMA3A/KDM2B/TBX3/MEF2C/COBL/CXXC4/NRP2/ROBO1/GLI2/INTU/PAX2/EOMES/FGFR2/FOXA2/SEMA3C/MAFB/OVOL2/FGFR1/ROBO2/SOX17/EPB41L5/MEOX1/CER1/SIX1/ROR2/MSX2/SMAD6/FOXB1/GLI3/HES4/NRP1/BMPR1B/TBX18/DVL2/IRX1/SFRP2/DISP1/NKD1/LFNG/BMP4/GSC/FRS2/BASP1/SFRP1/HOXC13/FOXC1/GREM1/TBXT/PKD1L1/AXIN2/PBX1/NEUROD1/GORAB/PALB2/LRP2/SP8/IRX3/MTF2/MEOX2/WNT2/SOX1/WNT3/VAX2/GBX2/LEF1/PLXNA2/ALX4/DMRT3/DMRTA2/GLI1/DSCAML1/RNF2/TBC1D32/LMX1B/SCMH1/SIX3/TBR1/TGFBR1/BMP2/ALDH1A2/BHLHE40/VANGL2/FGF1/BTG2/CTNNBIP1",86
"GO:0030336","GO:0030336","negative regulation of cell migration","85/3020","350/18866",3.53731624472795e-05,0.00153006145889547,0.00128577661913033,"SEMA3A/IGFBP3/DACH1/JAG1/KANK1/MIR9-2/PADI2/MEF2C/SLIT2/PTPRG/FOXO3/THBS1/STAP1/SP100/BCL2/ROBO1/PTPRK/ADTRP/PTPRM/PRKG1/PPARGC1A/NRG1/MIR34A/SEMA6D/NRG3/CLASP2/DPYSL3/MITF/DPP4/MIR21/MIR2355/MCTP1/TRIB1/TBX5/LIMCH1/SRGAP1/ZMYND8/ITGB1BP1/CDH1/SFRP2/MARVELD3/MMRN2/ACVR1C/STC1/PTPRT/SFRP1/TACSTD2/VASH1/PTGER4/SINHCAF/GREM1/PPARD/CXCL13/GJA1/AFDN/RIPOR2/PTPRJ/MEOX2/NAV3/DAB2IP/FGF2/MIR129-1/CD300A/DLG5/TNF/GCSAM/HDAC5/PFN2/ABR/WNT4/IL4/TIE1/CD200R1/CXCL12/LRCH1/TNN/OSBPL8/CORO1C/JUP/MIR133A2/PTN/GPR18/MAPK15/IGFBP5/MIR1298",85
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","74/3020","295/18866",3.57461669309596e-05,0.00153006145889547,0.00128577661913033,"KANK1/TLE4/SMURF2/FRZB/CTNND2/FOXO3/DKK2/CCNY/BTRC/TLE6/FGFR2/PSMC1/SOX17/CAV1/ROR2/TLE2/CSNK1E/GLI3/SULF2/TBL1XR1/SOX2/TBX18/KREMEN2/FZD1/DVL2/TLE3/GPRC5B/SFRP2/CUL3/NKD1/SHISA6/PPM1B/ZNF703/SFRP1/PRICKLE1/TNKS/PSMB7/PPM1A/PSME3/EDA/GREM1/CDH2/CTNND1/DACT1/AXIN2/TBL1X/LRRK2/TLE1/RBMS3/CDK14/DAB2IP/IGFBP4/UBAC2/SOX9/FZD6/SEMA5A/HECW1/GNAQ/DVL3/GLI1/VCP/TNN/PSMD7/CDH3/STK3/NFKB1/GPC5/JUP/LGR4/TMEM64/TCF7L2/TRPM4/BMP2/PRKN",74
"GO:0048511","GO:0048511","rhythmic process","76/3020","305/18866",3.59950421735563e-05,0.00153006145889547,0.00128577661913033,"ZFHX3/RAI1/MAPK10/SLIT2/NRIP1/USP9X/FOXO3/RORB/NCOA2/EZH2/MYCBP2/BTRC/PPARGC1A/ROBO2/NTRK3/KDM2A/KLF10/MAP2K6/ADNP/FSHR/NTRK2/HNRNPR/PRKAA2/NCOA1/CSNK1E/BMPR1B/PHLPP1/FBXW7/SETX/OPN5/NFIL3/BDNF/FBXL17/UBE3A/NAMPT/HAS2/RORA/KCND2/ID4/KDM8/HTR7/LHCGR/ENOX1/ID2/AHR/CREM/PTX3/TWIST1/INHBA/GABRB1/NCOR2/PROX1/OPRM1/GNAQ/MSTN/SP1/FBXL22/NPY2R/NOCT/KLF9/NCOR1/MTNR1B/CDK5R1/SIX3/USP7/PROK2/RBM4B/LGR4/CREBBP/PTN/DYRK1A/BHLHE40/PML/PDGFRA/HNRNPD/HS3ST2",76
"GO:0010810","GO:0010810","regulation of cell-substrate adhesion","58/3020","217/18866",3.61445092491689e-05,0.00153006145889547,0.00128577661913033,"JAG1/KANK1/EDIL3/SEMA3E/THBS1/EPHA3/BCL2/PEAK1/MACF1/RSU1/CDH13/EPB41L5/CLASP2/TBCD/PREX1/RIN2/POSTN/LIMCH1/BCAS3/SPOCK1/ITGB1BP1/NRP1/BCL6/WDPCP/PTK2/CORO2B/GBP1/OLFM4/HAS2/SFRP1/TACSTD2/CCR7/AJAP1/GREM1/ABI3BP/SMOC2/PTPRJ/CARMIL1/WNT4/FBLN2/CDK6/NPY2R/SLC9A1/ACER2/ITGA6/CORO1C/PRKCE/EFNA5/DOCK1/JUP/RREB1/IQGAP1/PLEKHA2/DISC1/PTN/RCC2/UTRN/DOCK5",58
"GO:0008360","GO:0008360","regulation of cell shape","45/3020","156/18866",3.62459284324575e-05,0.00153006145889547,0.00128577661913033,"DIAPH1/SEMA3E/PLXNA1/RHOU/ARHGAP15/DNMBP/MIR21/FYN/PALMD/FMNL2/PLXNB1/GNA12/S100A13/MKLN1/PLXNC1/FERMT2/WDPCP/PTK2/SYNE3/FGD6/PLXND1/MYH9/ARHGAP18/PLXNA4/PALM2AKAP2/EPB41/MYO10/PRAG1/ANXA1/PLXNA2/ARHGAP35/CDC42EP3/RHOBTB2/EPS8/ARAP1/MYH14/ARHGEF18/RND3/PTN/KIT/RHOG/HEXB/BRWD3/CFDP1/SEPTIN7",45
"GO:0072576","GO:0072576","liver morphogenesis","12/3020","22/18866",3.68328078166109e-05,0.00154453866950185,0.00129794244345046,"CFLAR/SULF2/FBXW7/CUL3/TNFAIP3/PROX1/GLI1/CEBPB/IL6/RPS6KA1/PTN/FGF1",12
"GO:0006029","GO:0006029","proteoglycan metabolic process","30/3020","90/18866",3.84948885011471e-05,0.00160361601308726,0.00134758768264057,"IDS/XYLT1/CHST9/IHH/HS6ST3/HS3ST5/SLC35D1/FOXL1/HS3ST4/NDST3/CSGALNACT1/CNMD/SULF2/BMPR1B/ACAN/HS6ST1/CHST15/CHST8/PPARD/ARSB/SPOCK3/DSEL/CHSY3/EXT1/UST/TCF7L2/PXYLP1/BMP2/HEXB/VANGL2",30
"GO:0060348","GO:0060348","bone development","55/3020","204/18866",4.38371943457517e-05,0.00181422950717189,0.00152457528323203,"MEF2C/XYLT1/TFAP2A/COL13A1/IHH/RARB/FGFR2/TGFBR2/PIP4K2A/BBX/CER1/AKAP13/ANO6/PLXNB1/MSX2/CSGALNACT1/GLI3/FOXP1/SULF2/BMPR1B/FBN1/FBXW7/SFRP2/TRIP11/PTPN11/BMP4/COL27A1/MMP16/STC1/HAS2/FAM20C/RANBP3L/BMP6/FOXC1/FLI1/PTGER4/GREM1/TBXT/EPYC/GJA1/AXIN2/PTPRC/FAT4/TWIST1/MEF2D/ACP5/SOX9/WASF2/MEIS1/INSIG2/SH2B3/KIT/DYM/BMP2/PEX7",55
"GO:0043405","GO:0043405","regulation of MAP kinase activity","83/3020","342/18866",4.45887282794223e-05,0.00183334952899547,0.00154064266201285,"MAP3K7/MAPK10/RGS3/PEA15/EPHA4/SORL1/THBS1/EZH2/SPRY4/ROBO1/ITGA1/MAP3K5/MDFIC/SPRY2/FZD8/FGFR1/NTRK3/NRG1/SASH1/ADRA2A/HTR2A/MAP3K8/MAP2K6/CAV1/LAMTOR3/ROR2/AKAP13/DUSP16/TRIB1/PPP2R1A/KRAS/HGF/DEFB114/NEK10/DVL2/GRM4/SPRED2/SFRP2/UBE2N/PTPN11/P2RX7/BMP4/SYK/FRS2/MAP3K14/SFRP1/TNIK/EPHB2/TRIB2/PTPRC/MAP3K21/LRRK2/ALK/PTPRJ/DAB2IP/FGF2/PDGFA/CD300A/TNF/KARS1/EDN3/TGFA/DVL3/GADD45B/PROK2/IQGAP1/TGFBR1/TLR4/SH2B3/KIT/BMP2/AVPI1/RIPK2/PIK3R5/NTF3/TPD52L1/VANGL2/HACD3/FGF1/TIAM1/INAVA/DNAJA1/HMGCR",83
"GO:0021536","GO:0021536","diencephalon development","26/3020","74/18866",4.5005004455881e-05,0.0018385270207396,0.0015449935315754,"SEMA3A/NRP2/GLI2/CNTNAP2/SALL1/GSX1/NCOA1/FOXB1/NRP1/SOX2/CDH1/NR4A2/BMP4/PITX1/GBX2/WNT4/PTCHD1/SEMA5A/GLI1/SIX3/KCNC2/PTN/BMP2/ALDH1A2/ADCYAP1/RAB3GAP1",26
"GO:0050771","GO:0050771","negative regulation of axonogenesis","25/3020","70/18866",4.5852171953102e-05,0.00186112790260924,0.00156398602714528,"SEMA3A/EPHA7/SLIT2/NTN1/SEMA3E/SEMA3C/MAP2/RYK/SEMA6D/FGF13/TNR/DAB1/NRP1/SEMA3D/PTK2/DCC/EPHB2/WNT3/SEMA5A/SEMA5B/CDK5R1/OMG/RTN4/SEMA3G/SEMA6A",25
"GO:0002062","GO:0002062","chondrocyte differentiation","34/3020","108/18866",4.63796461876316e-05,0.00187054725898142,0.00157190151846113,"MEF2C/IHH/TGFBI/GLI2/RARB/SOX5/FGFR1/TGFBR2/TRPS1/MSX2/GLI3/SULF2/BMPR1B/ACAN/SFRP2/TRIP11/PTPN11/BMP4/NFIB/COL27A1/BMP6/SOX6/ZNF219/GREM1/MAF/AXIN2/MEF2D/SOX9/RUNX3/LNPK/RUNX1/TGFBR1/BMP2/SNX19",34
"GO:0030217","GO:0030217","T cell differentiation","65/3020","253/18866",4.80414664121671e-05,0.0019253073754547,0.001617918805553,"CD83/BCL11B/IHH/BCL2/GLI2/EOMES/MAFB/FZD8/TGFBR2/TOX/PRDM1/MIR21/PREX1/ATG5/FADD/IL21/GLI3/FOXP1/CCR6/BCL6/ZMIZ1/LCK/RC3H2/IL18R1/ZAP70/LFNG/RAG2/CAMK4/IL2/BMP4/HLX/CD3D/SYK/RORA/NFKBIZ/CCR7/PTGER4/ZFP36L1/SPN/PTPRC/IL7/SOX13/MIR30B/LEF1/ANXA1/WNT4/IL15/CD2/RUNX3/NFATC2/IL4/CDK6/DOCK2/TNFSF4/IL6/IL4R/RUNX1/GPR183/IL12A/KIT/CHD7/GATA3/RIPK2/GPR18/IL2RA",65
"GO:0071559","GO:0071559","response to transforming growth factor beta","66/3020","258/18866",4.86509129370829e-05,0.00193746906111704,0.00162813879441876,"MAP3K7/ZFHX3/RNF111/SMURF2/MEF2C/IL17RD/CLDN1/USP9X/SKOR2/THBS1/CFLAR/PTPRK/SOX5/FGFR2/YES1/SPRY2/USP15/PPARGC1A/OVOL2/TGFBR2/EPB41L5/MIR21/POSTN/CAV1/HTRA4/NREP/FYN/FBN2/SMAD6/NR3C1/FBN1/SNX25/ZMIZ1/GDF10/SOX11/COL1A2/NRROS/SPRED2/FERMT2/PDCD5/PTK2/ZNF703/SFRP1/PPM1A/SOX6/ZFP36L1/FMOD/WNT2/MIR30B/SOX9/WNT4/MSTN/RUNX3/HSP90AB1/FNTA/LTBP1/GOT1/TGFBR1/ARHGEF18/CREBBP/CLEC3B/LTBP4/PML/CDH5/PARD3/ARG1",66
"GO:0048565","GO:0048565","digestive tract development","40/3020","135/18866",4.96411899247063e-05,0.00196455009127025,0.00165089615177231,"NPY/COBL/IHH/BCL2/GLI2/RARB/FGFR2/OVOL2/TGFBR2/SOX17/FOXL1/EPB41L5/SALL1/PRDM1/GLI3/DAB1/BBS7/SOX11/SFRP2/BMP4/HLX/CCKBR/SFRP1/CPS1/DACT1/ID2/KLF5/C1GALT1/FAT4/TNF/ALX4/GLI1/TCF21/NIPBL/CBFA2T2/LGR4/KIT/ALDH1A2/PDGFRA/VANGL2",40
"GO:0006022","GO:0006022","aminoglycan metabolic process","48/3020","172/18866",5.14525457607639e-05,0.002023587079237,0.00170050747839596,"PIM1/GPC4/B3GNT8/IDS/XYLT1/CHST9/HS3ST5/SLC35D1/GALNT5/GPC6/B3GNT6/NDST3/CSGALNACT1/HAS3/B3GALT1/B3GALT2/HGF/ACAN/HS3ST3A1/HS3ST1/B4GALT5/HS6ST1/HAS2/CHST15/FOXC1/CD44/SDC1/ARSB/ITIH5/FMOD/SPOCK3/DSEL/CHSY3/FGF2/CHST2/IL15/EXT1/UST/STAB2/SLC9A1/NFKB1/GPC5/ST3GAL2/OGN/PXYLP1/HEXB/SDC2/HS3ST2",48
"GO:0010092","GO:0010092","specification of animal organ identity","16/3020","36/18866",5.20257214049987e-05,0.00203349918479291,0.00170883704809791,"MEF2C/ROBO1/PAX2/FGFR2/FGFR1/ROBO2/SIX1/GLI3/BMP4/FRS2/AXIN2/LRP2/WNT2/TBR1/BMP2/FGF1",16
"GO:0003231","GO:0003231","cardiac ventricle development","39/3020","131/18866",5.4570597972382e-05,0.0021198835973075,0.00178142959477166,"JAG1/TBX3/MEF2C/SLIT2/ROBO1/FGFR2/SEMA3C/ROBO2/TGFBR2/NRG1/SALL1/PRDM1/TBX5/SMAD6/FZD1/SOX11/HAND2/CPLANE1/SFRP2/SCN5A/TRIP11/MDM4/GRHL2/BMP4/FRS2/RYR2/FOXC1/TMEM65/ID2/LRP2/LMO4/PROX1/XIRP2/NPY2R/LTBP1/TGFBR1/CHD7/GATA3/VANGL2",39
"GO:0010977","GO:0010977","negative regulation of neuron projection development","44/3020","154/18866",5.65430117762847e-05,0.00218311189370387,0.00183456305859512,"SEMA3A/KANK1/EPHA7/SLIT2/EPHA4/NTN1/SEMA3E/PTPRG/BCL11A/SEMA3C/CRMP1/MAP2/RYK/ASAP1/SEMA6D/DPYSL3/FGF13/TNR/SPOCK1/DAB1/NRP1/SEMA3D/UBE3A/PTK2/ZNF365/DNM3/DCC/RAPGEF2/EPHB2/LRRK2/PRAG1/WNT3/SEMA5A/SEMA5B/ITM2C/CBFA2T2/CDK5R1/EFNA1/OMG/RTN4/OSTN/MYLIP/SEMA3G/SEMA6A",44
"GO:0035249","GO:0035249","synaptic transmission, glutamatergic","31/3020","96/18866",5.75110012829521e-05,0.00220702824317365,0.00185466099831147,"GRIK4/MEF2C/GRID2/NRXN1/GRIK2/HTR2A/CACNG3/ROR2/TNR/GRM5/CNR1/GRIK1/GRM4/CDH8/SYT1/ATAD1/GRM7/CDH2/LRRK2/TNF/HTR1B/SERPINE2/NPY2R/DRD1/UNC13A/SLC17A6/DISC1/ADCYAP1/RAB3GAP1/UNC13C/PRKN",31
"GO:0021884","GO:0021884","forebrain neuron development","13/3020","26/18866",5.81121474259516e-05,0.00221666335844051,0.0018627578011299,"SEMA3A/DCLK2/SLIT2/NRP2/ROBO1/FGFR2/ROBO2/NRP1/ZMIZ1/RAPGEF2/SOX1/GBX2/DISC1",13
"GO:2000146","GO:2000146","negative regulation of cell motility","87/3020","365/18866",5.94208363689386e-05,0.00224288329588849,0.0018847915451535,"SEMA3A/IGFBP3/DACH1/JAG1/KANK1/MIR9-2/PADI2/MEF2C/SLIT2/PTPRG/FOXO3/THBS1/STAP1/SP100/BCL2/ROBO1/PTPRK/ADTRP/PTPRM/PRKG1/PPARGC1A/NRG1/MIR34A/SEMA6D/NRG3/CLASP2/DPYSL3/MITF/DPP4/MIR21/MIR2355/MCTP1/TRIB1/TBX5/LIMCH1/SRGAP1/ZMYND8/ITGB1BP1/CDH1/SFRP2/MARVELD3/MMRN2/ACVR1C/STC1/PTPRT/SFRP1/TACSTD2/VASH1/PTGER4/SINHCAF/GREM1/PPARD/CXCL13/GJA1/AFDN/RIPOR2/SPOCK3/PTPRJ/MEOX2/NAV3/DAB2IP/FGF2/MIR129-1/CD300A/DLG5/TNF/GCSAM/HDAC5/PFN2/ABR/WNT4/IL4/TIE1/CD200R1/CXCL12/LRCH1/TNN/OSBPL8/CORO1C/JUP/MIR133A2/PTN/GATA3/GPR18/MAPK15/IGFBP5/MIR1298",87
"GO:0022029","GO:0022029","telencephalon cell migration","21/3020","55/18866",5.95079585769531e-05,0.00224288329588849,0.0018847915451535,"SLIT2/ROBO1/NRG1/NRG3/FGF13/TNR/FOXB1/GLI3/DAB1/ZMIZ1/SYNE2/LRRK2/SUN2/DAB2IP/EFHC1/CXCL12/DRD1/CDK5R1/RTN4/DISC1/NDEL1",21
